"id","name_company","inn_company","mail_company","tel_company","kpp_company","ogrn_company","registration_date_start","registration_date_end","adress_company","adress_index_company","boss_company"
176,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕЛИКОЛУКСКИЙ МЕХАНИЧЕСКИЙ ЗАВОД""","6025018392","torgiwmz@mail.ru","78115361164","602501001","1026000898054","12.01.2019","12.01.2022","182111,  ОБЛ ПСКОВСКАЯ60,  Г ВЕЛИКИЕ ЛУКИ,  УЛ М.КУЗЬМИНА,  39,",182111,"ПАРАМОНОВ ПЕТР АНАТОЛЬЕВИЧ"
177,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНЫЙ ЦЕНТР ПОВЫШЕНИЯ КВАЛИФИКАЦИИ СПЕЦИАЛИСТОВ""","4205129281","uch_ano@bk.ru","64338429019","420501001","1074200002733","12.01.2019","12.01.2022","650000,  ОБЛ КЕМЕРОВСКАЯ42,  Г КЕМЕРОВО,  ПР-КТ ХИМИКОВ,  15,  28",650000,"МУСИХИН ЮРИЙ АЛЕКСАНДРОВИЧ"
178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСАЛТ-АУДИТ""","6234048104","timofeeva@konaudit.ru","74912952923","623401001","1076234012623","12.01.2019","12.01.2022","390023,  ОБЛ РЯЗАНСКАЯ62,  Г РЯЗАНЬ,  УЛ УРИЦКОГО,  ДОМ 24,  ОФИС 5",390023,"КАНДАУРОВА ТАТЬЯНА ВЛАДИМИРОВНА"
179,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОГСОФТ""","7604077915","sales.global@fogsoft.ru","74852582205","760401001","1057600613795","12.01.2019","12.01.2022","150040,  ОБЛ ЯРОСЛАВСКАЯ76,  Г ЯРОСЛАВЛЬ,  УЛ НЕКРАСОВА,  ДОМ 41,  ОФИС 231",150040,"ФОГИЛЕВ МИХАИЛ ЕВГЕНЬЕВИЧ"
180,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСУ ПРОМВЕНТИЛЯЦИЯ""","9705124298","Promvent3@yandex.ru","74959156033","770501001","1187746858331","12.01.2019","12.01.2022","115172,  Г МОСКВА77,  ПЕР ГОНЧАРНЫЙ 2-Й,  ДОМ 3,  ЭТ 1 ПОМ II КОМ 3,4",115172,"ГОЛОД ЕВГЕНИЙ АРОНОВИЧ"
181,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРИТАНСКИЙ СТАНДАРТ""","0273055993","bsufa@bk.ru","73472750350","027301001","1050203771540","12.01.2019","12.01.2022","450068,  РЕСП БАШКОРТОСТАН02,  Г УФА,  Б-Р ПЛЕХАНОВА,  ДОМ 11,  КОРПУС 1,  КВАРТИРА 5",450068,"КАЛМЫКОВ ИГОРЬ ВАЛЕРЬЕВИЧ"
182,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСКИЙ ЦЕНТР ЮНИПРЕСС""","7302012037","unipress_alv@mail.ru","78423566536","730201001","1027300537681","12.01.2019","12.01.2022","433535,  ОБЛ УЛЬЯНОВСКАЯ73,  Г ДИМИТРОВГРАД,  УЛ ГВАРДЕЙСКАЯ,  33,  49",433535,"АЛЕШЕЧКИН ЛЕОНИД ВИТАЛЬЕВИЧ"
183,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНЫЙ ДИЗАЙН ЦЕНТР-СФЕРА""","3663038050","raskat36@mail.ru","74732499430","366301001","1023601576932","12.01.2019","12.01.2022","394029,  ОБЛ ВОРОНЕЖСКАЯ36,  Г ВОРОНЕЖ,  УЛ ГЕРОЕВ СТРАТОСФЕРЫ,  24,  1,  5",394029,"ХИЗГИЛОВ АНАТОЛИЙ СЕМЕНОВИЧ"
184,"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ТОМСКИЙ ОБЛАСТНОЙ ЦЕНТР ОХРАНЫ ТРУДА""","7017203266","tocot@mail.ru","73822901911","701701001","1087000000174","12.01.2019","12.01.2022","634024,  ОБЛ ТОМСКАЯ70,  Г ТОМСК,  ПР-КТ ЛЕНИНА,  242,",634024,"КРАСНОЖЕНОВ СЕРГЕЙ ПАВЛОВИЧ"
185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕХ72""","7203234688","info@intex72.com","79068256505","720301001","1097232014516","12.01.2019","12.01.2022","625016,  ОБЛ ТЮМЕНСКАЯ72,  Г ТЮМЕНЬ,  УЛ НИКОЛАЯ СЕМЕНОВА,  ДОМ 21/2,  КАБИНЕТ 4",625016,"ПОПОВ АЛЕКСАНДР СЕРГЕЕВИЧ"
186,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЛТЕК - ДОАЛЛ""","7705643099","tender@haltec.ru","74952520500","772701001","1057746149900","12.01.2019","12.01.2022","117638,  Г МОСКВА77,  УЛ ОДЕССКАЯ,  ДОМ 2,  ЭТАЖ 13 ОФИС 1335",117638,"МАРТЫНЕНКО ДАНИИЛ ВЯЧЕСЛАВОВИЧ"
187,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИЯ СИСТЕМ БЕЗОПАСНОСТИ""","6672322514","tsb2010ek@mail.ru","79326046162","667001001","1106672015504","12.01.2019","12.01.2022","620075,  ОБЛ СВЕРДЛОВСКАЯ66,  Г ЕКАТЕРИНБУРГ,  УЛ БАЖОВА,  ДОМ 68,  ПОМЕЩЕНИЕ 6",620075,"ЛАПТЕВ СЕРГЕЙ ИВАНОВИЧ"
188,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЛЮГЕР""","6323038806","ooofluger@mail.ru","79272117440","632101001","1036300990439","12.01.2019","12.01.2022","445024,  ОБЛ САМАРСКАЯ63,  Г ТОЛЬЯТТИ,  УЛ ЗАСТАВНАЯ,  17 А,  ОФИС 201",445024,"МИХАЙЛОВ ВЛАДИМИР ДЕНИСОВИЧ"
189,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ЛИФТОВИК""","3444199369","spliftovik@mail.ru","78442275927","344401001","1123444009094","12.01.2019","12.01.2022","400066,  ОБЛ ВОЛГОГРАДСКАЯ34,  Г ВОЛГОГРАД,  УЛ ПОРТ-САИДА,  ДОМ 8А,  ПОМЕЩЕНИЕ II",400066,"БАРДАКОВА ВАЛЕНТИНА РОМАНОВНА"
190,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОН МАКС СЕРВИС""","5503183470","kulishkin82@mail.ru","79136312100","550301001","1185543029121","12.01.2019","12.01.2022","644086,  ОБЛ ОМСКАЯ55,  Г ОМСК,  УЛ 21-Я АМУРСКАЯ,  ДОМ 35,  КВАРТИРА 129",644086,"КУЛИШКИН ДЕНИС ВЛАДИМИРОВИЧ"
191,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗОВИК С""","5602024311","gazovik_@mail.ru","73535222512","560201001","1165658069598","12.01.2019","12.01.2022","461630,  ОБЛ ОРЕНБУРГСКАЯ56,  Г БУГУРУСЛАН,  УЛ МОСКОВСКАЯ,  ДОМ 40,  ПОМЕЩЕНИЕ 2",461630,"Конорев Юрий Вячеславович"
192,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКАЯ ЭНЕРГОСЕРВИСНАЯ КОМПАНИЯ""","6312064392","2010@samaraesco.ru","88469735041","631701001","1066312001326","12.01.2019","12.01.2022","443013,  ОБЛ САМАРСКАЯ63,  Г САМАРА,  УЛ ДАЧНАЯ,  ДОМ 24,  ПОМЕЩЕНИЕ 21",443013,"РОБЫШЕВА ТАТЬЯНА АЛЕКСАНДРОВНА"
193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННАЯ КОММЕРЧЕСКАЯ ФИРМА УМЗ""","1831166230","pkfumz.tender@yandex.ru","73412908934110","183201001","1141831002037","12.01.2019","12.01.2022","426006,  РЕСП УДМУРТСКАЯ18,  Г ИЖЕВСК,  УЛ НОВОАЖИМОВА,  ДОМ 7,  ЛИТЕР Д,  ОФИС 606",426006,"КОНЕВ АЛЕКСЕЙ ВАЛЕРЬЕВИЧ"
194,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОСТРОЙ""","3808227470","texnostroi38@yandex.ru","73952716555","381201001","1133850001944","12.01.2019","12.01.2022","664043,  ОБЛ ИРКУТСКАЯ38,  Г ИРКУТСК,  УЛ РАКИТНАЯ,  ДОМ 22,  ЭТАЖ 2,  ПОМЕЩЕНИЕ 9",664043,"Лекомцев Роман Владимирович"
195,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИФТТЕХНИКА""","6658292709","Lifttehnika@mail.ru","73432326116","665801001","1076658041943","12.01.2019","12.01.2022","620043,  ОБЛ СВЕРДЛОВСКАЯ66,  Г ЕКАТЕРИНБУРГ,  УЛ РЕПИНА,  78,  ОФИС 1",620043,"КАРДАПОЛОВА ЕЛЕНА АЛЕКСАНДРОВНА"
196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПРЕСС-ДОСТАВКА""","3528071870","svetvik@port-express.net","78202202148","352801001","1023501257603","12.01.2019","12.01.2022","162614,  ОБЛ ВОЛОГОДСКАЯ35,  Г ЧЕРЕПОВЕЦ,  ПР-КТ ЛУНАЧАРСКОГО,  53А,",162614,"НИКИФОРОВА СВЕТЛАНА ВИКТОРОВНА"
197,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСТО СЕРВИСНЫЙ ЦЕНТР""","5408303201","353@prostosc.ru","79133998378","540801001","1135476117083","12.01.2019","12.01.2022","630058,  ОБЛ НОВОСИБИРСКАЯ54,  Г НОВОСИБИРСК,  УЛ ШЛЮЗОВАЯ,  ДОМ 18,  КВАРТИРА 24",630058,"СУХАРЕВ ДМИТРИЙ СЕРГЕЕВИЧ"
198,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОНЕР""","2511073919","anna2412@msn.com","79247337111","251101001","1112511001921","12.01.2019","12.01.2022","692524,  КРАЙ ПРИМОРСКИЙ25,  Г УССУРИЙСК,  УЛ КОРОЛЕНКО,  21,  Б,  1",692524,"Ляшенко Анна Ивановна"
